Marie-Therese-Walter-5-1937.JPG,0,110.0,29.0,407.0,671.0
Jacqueline-1960.JPG,0,33.0,25.0,518.0,687.0
Nude-on-a-Beach-1-1929.JPG,0,28.5,28.0,783.5,442.5
Woman-in-an-Armchair-I-1948.JPG,0,60.0,2.0,451.0,726.0
Polichinelle-with-Guitar-Before-the-Stage-Curtain-1919.JPG,0,88.0,22.0,337.0,638.0
Self-Portrait-1972.JPG,0,13.0,5.0,303.0,437.0
HUCB_SHARE_109911212736.jpg,0,48.5,106.5,543.5,905.5
La-Fermiere-full-length-1908.JPG,0,63.5,8.0,391.0,682.5
Silhoutte-of-Piccasso-and-Young-Girl-Crying-1940.JPG,0,198.0,26.5,296.0,657.0
HUCB_SHARE_109911211564.jpg,0,119.0,42.0,542.0,933.0
Marie-Therese-Walter-2-1937.JPG,0,58.0,51.0,469.0,697.0
HUCB_SHARE_109911211571.jpg,0,66.0,82.0,257.5,665.5
HUCB_SHARE_109911211571.jpg,1,474.5,63.5,440.0,706.0
HUCB_SHARE_109911212042.jpg,0,113.5,25.0,549.5,867.5
HUCB_SHARE_109911212682.jpg,0,155.0,25.0,453.0,976.0
HUCB_SHARE_109911212641.jpg,0,387.0,11.0,624.0,476.0
HUCB_SHARE_109911212641.jpg,1,332.0,186.0,327.0,288.0
HUCB_SHARE_109911212641.jpg,2,52.0,25.0,408.0,463.0
Friendship-1908.JPG,0,217.0,6.0,253.0,734.0
Friendship-1908.JPG,1,10.0,7.0,279.0,742.0
Cavalier-with-Pipe-1968.JPG,0,90.0,8.0,377.0,755.0
HUCB_SHARE_109911212691.jpg,0,155.5,101.0,777.0,653.0
Bather-Opening-a-Cabin-1928.JPG,0,58.0,124.0,431.0,552.0
Weeping-Woman-1937.JPG,0,19.0,25.0,520.5,706.5
Jacqueline-with-Crossed-Hands-1954.JPG,0,73.0,23.0,366.0,687.0
HUCB_SHARE_109911212683.jpg,0,63.0,27.0,459.0,865.0
HUCB_SHARE_109911212093.jpg,0,43.0,41.0,950.0,802.0
The-Three-Graces-1925.JPG,0,20.0,48.0,233.0,673.0
The-Three-Graces-1925.JPG,1,368.5,42.5,183.0,679.0
The-Three-Graces-1925.JPG,2,267.5,38.0,137.0,663.5
Nude-Queen-of-the-Amazons-with-Servant-1960.JPG,0,159.0,46.0,516.5,408.0
Nude-Queen-of-the-Amazons-with-Servant-1960.JPG,1,30.5,94.5,205.5,423.5
HUCB_SHARE_109911212694.jpg,0,148.5,35.0,553.5,987.5
Head-of-a-Man.JPG,0,23.0,8.0,508.0,769.0
Jacqueline-Rocque-1-1954.JPG,0,81.0,80.0,361.0,478.0
La-Fermiere-half-length-1908.JPG,0,3.0,71.0,571.0,649.0
HCDL_SASKIA_106910663103.jpg,0,36.0,28.0,555.0,972.0
Jacqueline-Rocque-4-1954.JPG,0,53.0,47.0,470.0,647.0
Young-Girl-Reading-a-Book-on-the-Beach-1937.JPG,0,45.0,81.0,504.0,661.0
Marie-Therese-Walter-4-1937.JPG,0,79.5,37.0,494.5,618.0
Portrait-of-Dora-Maar-1937.JPG,0,54.5,50.5,428.5,734.5
HUCB_SHARE_109911212639.jpg,0,100.0,69.0,456.0,897.0
Portrait-of-Man-in-a-Hat-1971.JPG,0,20.0,46.0,556.0,704.0
Claude-Son-of-Picasso-1948.JPG,0,43.5,43.0,438.0,592.5
Marie-Therese-Walter-3-1937.JPG,0,86.0,63.0,447.0,685.0
HUCB_SHARE_109911212134.jpg,0,17.5,108.5,632.5,915.5
Lee-Miller-1937.JPG,0,43.0,56.0,490.0,574.5
HUCB_SHARE_109911212045.jpg,0,55.0,59.5,730.0,848.5
Jacqueline-in-the-Studio-1956.JPG,0,21.0,87.0,337.5,473.5
Interior-with-a-Girl-Drawing-1935.JPG,0,261.0,47.0,314.0,398.0
Interior-with-a-Girl-Drawing-1935.JPG,1,78.0,15.5,700.5,516.5
HUCB_SHARE_109911211523.jpg,0,61.5,43.5,671.0,980.5
HUCB_SHARE_109911211523.jpg,1,65.0,53.0,662.0,446.0
Knight-Page-and-Monk-1951.JPG,0,213.0,37.0,302.0,442.0
Knight-Page-and-Monk-1951.JPG,1,538.0,41.0,171.0,249.0
Knight-Page-and-Monk-1951.JPG,2,557.5,195.0,145.0,393.5
Knight-Page-and-Monk-1951.JPG,3,24.0,228.0,104.0,360.0
Harlequin-with-a-Guitar-1918.JPG,0,135.5,58.5,312.0,694.5
HUCB_SHARE_109911212426.jpg,0,132.0,275.0,459.0,628.0
HUCB_SHARE_109911212425.jpg,0,123.0,110.0,555.0,902.0
Nude-on-a-Beach-1929.JPG,0,85.0,22.0,651.0,514.0
HUCB_SHARE_109911190996.jpg,0,75.0,20.0,404.0,1004.0
HCDL_SASKIA_106910673682.jpg,0,41.0,240.0,625.0,596.0
HUCB_SHARE_109911211570.jpg,0,35.0,24.0,642.0,984.0
HUCB_SHARE_109911213341.jpg,0,81.0,39.0,574.0,935.0
Head-of-a-Woman-1907.JPG,0,10.0,55.0,433.0,729.0
Nusch-eluard-2-1938.JPG,0,116.5,53.0,469.0,657.0
HUCB_SHARE_109911212638.jpg,0,22.0,13.0,630.0,995.0
Young-Woman-1909.JPG,0,46.0,21.0,508.0,734.0
Monolithic-Nude-1958.JPG,0,15.0,46.0,367.0,916.0
Nusch-eluard-3-1938.JPG,0,12.5,19.0,492.5,712.5
Three-Dancers-1925.JPG,0,376.0,68.0,183.0,719.0
Three-Dancers-1925.JPG,1,158.0,31.0,277.0,763.0
Three-Dancers-1925.JPG,2,4.0,163.0,242.0,632.0
Nude-I-love-Eva-1912.JPG,0,182.0,22.0,302.0,776.0
HUCB_SHARE_109911212633.jpg,0,67.0,31.0,649.0,966.0
El-Bobo.JPG,0,30.0,56.0,508.5,647.0
The-Card-Player-1913.JPG,0,139.0,21.0,329.0,695.0
